rent,size_sqm,district,year,source,price_per_sqm,size_category,rent_category,period
3.324,82.0,Mitte,2025,Immobilienscout24,0.04053658536585366,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.324,81.0,Kreuzberg,2025,Immobilienscout24,0.028691358024691357,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.576,53.0,Unbekannt,2025,Immobilienscout24,0.029735849056603775,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.607,77.0,Unbekannt,2025,Immobilienscout24,0.02087012987012987,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.259,63.0,Köpenick,2025,Immobilienscout24,0.019984126984126983,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.283,58.0,Steglitz,2025,Immobilienscout24,0.022120689655172412,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
4.042,140.0,Unbekannt,2025,Immobilienscout24,0.02887142857142857,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.697,60.0,Wedding,2025,Immobilienscout24,0.028283333333333334,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.855,59.51,Schöneberg,2025,Immobilienscout24,0.031171231725760376,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.299,85.25,Wilmersdorf,2025,Immobilienscout24,0.02696774193548387,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.223,78.0,Unbekannt,2025,Immobilienscout24,0.028499999999999998,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.506,52.0,Unbekannt,2025,Immobilienscout24,0.028961538461538462,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
3.086,100.0,Charlottenburg,2025,Immobilienscout24,0.03086,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.41,55.0,Schöneberg,2025,Immobilienscout24,0.025636363636363634,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.283,53.5,Hohenschönhausen,2025,Immobilienscout24,0.02398130841121495,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.374,90.0,Steglitz,2025,Immobilienscout24,0.026377777777777778,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
4.851,120.0,Schöneberg,2025,Immobilienscout24,0.040425,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.546,120.0,Köpenick,2025,Immobilienscout24,0.021216666666666665,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.818,91.0,Unbekannt,2025,Immobilienscout24,0.019978021978021978,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.171,63.92,Unbekannt,2025,Immobilienscout24,0.018319774718397998,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
3.921,98.98,Schöneberg,2025,Immobilienscout24,0.03961406344716104,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.384,61.99,Hohenschönhausen,2025,Immobilienscout24,0.022326181642200352,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.803,87.59,Prenzlauer Berg,2025,Immobilienscout24,0.03200137001940861,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.165,40.0,Charlottenburg,2025,Immobilienscout24,0.029125,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.499,51.15,Tiergarten,2025,Immobilienscout24,0.029305962854349953,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.616,79.34,Unbekannt,2025,Immobilienscout24,0.020368036299470635,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.719,55.33,Schöneberg,2025,Immobilienscout24,0.031068136634737033,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
3.209,98.0,Wilmersdorf,2025,Immobilienscout24,0.03274489795918367,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.392,85.0,Unbekannt,2025,Immobilienscout24,0.028141176470588235,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.531,60.0,Schöneberg,2025,Immobilienscout24,0.025516666666666667,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
945.0,45.0,Reinickendorf,2025,Immobilienscout24,21.0,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
3.549,102.45,Friedrichshain,2025,Immobilienscout24,0.034641288433382135,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.429,57.07,Unbekannt,2025,Immobilienscout24,0.0250394252672157,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.88,69.0,Unbekannt,2025,Immobilienscout24,0.0272463768115942,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
899.0,42.0,Wedding,2025,Immobilienscout24,21.404761904761905,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
2.209,95.14,Köpenick,2025,Immobilienscout24,0.02321841496741644,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.511,51.0,Charlottenburg,2025,Immobilienscout24,0.029627450980392156,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.659,80.0,Charlottenburg,2025,Immobilienscout24,0.033237499999999996,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
979.0,56.0,Köpenick,2025,Immobilienscout24,17.482142857142858,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.6,57.0,Friedrichshain,2025,Immobilienscout24,0.028070175438596492,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
3.349,150.0,Unbekannt,2025,Immobilienscout24,0.02232666666666667,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.088,87.41,Unbekannt,2025,Immobilienscout24,0.02388742706784121,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
686.0,42.84,Unbekannt,2025,Immobilienscout24,16.013071895424837,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.081,72.09,Friedrichshain,2025,Immobilienscout24,0.014995144957691773,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.13,70.57,Unbekannt,2025,Immobilienscout24,0.016012469888054413,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.3,53.0,Unbekannt,2025,Immobilienscout24,0.024528301886792454,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.22,69.3,Mitte,2025,Immobilienscout24,0.03203463203463204,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.18,68.0,Spandau,2025,Immobilienscout24,0.01735294117647059,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
900.0,36.0,Neukölln,2025,Immobilienscout24,25.0,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.5,78.0,Unbekannt,2025,Immobilienscout24,0.019230769230769232,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.35,52.0,Mitte,2025,Immobilienscout24,0.025961538461538463,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.15,51.0,Steglitz,2025,Immobilienscout24,0.022549019607843137,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.645,96.0,Unbekannt,2025,Immobilienscout24,0.017135416666666667,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.5,65.0,Prenzlauer Berg,2025,Immobilienscout24,0.023076923076923078,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.63,82.0,Unbekannt,2025,Immobilienscout24,0.019878048780487805,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
966.0,31.0,Unbekannt,2025,Immobilienscout24,31.161290322580644,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.239,70.84,Unbekannt,2025,Immobilienscout24,0.0174901185770751,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.45,54.0,Kreuzberg,2025,Immobilienscout24,0.026851851851851852,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.261,62.37,Unbekannt,2025,Immobilienscout24,0.020218053551386884,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.549,77.14,Unbekannt,2025,Immobilienscout24,0.020080373347161003,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.25,65.38,Unbekannt,2025,Immobilienscout24,0.019118996635056593,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.305,71.9,Unbekannt,2025,Immobilienscout24,0.01815020862308762,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
855.0,58.0,Friedrichshain,2025,Immobilienscout24,14.741379310344827,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
890.0,70.0,Unbekannt,2025,Immobilienscout24,12.714285714285714,Groß (60-100 m²),Mittel (800-1200 €),Nach Corona (2023+)
2.01,87.0,Unbekannt,2025,Immobilienscout24,0.023103448275862068,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.098,47.0,Unbekannt,2025,Immobilienscout24,0.023361702127659575,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
798.0,38.8,Unbekannt,2025,Immobilienscout24,20.567010309278352,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
3.0,127.0,Mitte,2025,Immobilienscout24,0.023622047244094488,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.24,55.0,Unbekannt,2025,Immobilienscout24,0.022545454545454546,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
284.35,34.13,Steglitz,2025,Immobilienscout24,8.331380017579843,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
850.0,23.0,Mitte,2025,Immobilienscout24,36.95652173913044,Klein (< 30 m²),Mittel (800-1200 €),Nach Corona (2023+)
2.0,130.0,Unbekannt,2025,Immobilienscout24,0.015384615384615385,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
420.0,26.0,Unbekannt,2025,Immobilienscout24,16.153846153846153,Klein (< 30 m²),Günstig (< 800 €),Nach Corona (2023+)
420.0,27.0,Unbekannt,2025,Immobilienscout24,15.555555555555555,Klein (< 30 m²),Günstig (< 800 €),Nach Corona (2023+)
1.368,76.0,Unbekannt,2025,Immobilienscout24,0.018000000000000002,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.19,57.7,Prenzlauer Berg,2025,Immobilienscout24,0.020623916811091852,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.1,74.0,Unbekannt,2025,Immobilienscout24,0.014864864864864866,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
470.04,64.16,Unbekannt,2025,Immobilienscout24,7.326059850374065,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.8,71.0,Kreuzberg,2025,Immobilienscout24,0.02535211267605634,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
432.63,64.16,Unbekannt,2025,Immobilienscout24,6.742986284289277,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.2,146.33,Prenzlauer Berg,2025,Immobilienscout24,0.015034511036697874,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.38,46.0,Wilmersdorf,2025,Immobilienscout24,0.03,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.698,99.33,Hohenschönhausen,2025,Immobilienscout24,0.01709453337360314,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.61,64.44,Mitte,2025,Immobilienscout24,0.024984481688392304,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
4.18,190.0,Mitte,2025,Immobilienscout24,0.022,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.154,95.01,Unbekannt,2025,Immobilienscout24,0.012146089885275232,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.122,142.0,Köpenick,2025,Immobilienscout24,0.014943661971830986,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
875.0,29.7,Lichtenberg,2025,Immobilienscout24,29.461279461279464,Klein (< 30 m²),Mittel (800-1200 €),Nach Corona (2023+)
843.0,22.35,Unbekannt,2025,Immobilienscout24,37.718120805369125,Klein (< 30 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.31,74.94,Unbekannt,2025,Immobilienscout24,0.017480651187616762,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.526,70.95,Unbekannt,2025,Immobilienscout24,0.021508104298801973,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.11,110.71,Unbekannt,2025,Immobilienscout24,0.019058802276217143,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
835.0,25.2,Unbekannt,2025,Immobilienscout24,33.13492063492063,Klein (< 30 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.412,60.0,Unbekannt,2025,Immobilienscout24,0.023533333333333333,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.449,39.85,Tempelhof,2025,Immobilienscout24,0.036361355081555836,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
297.0,40.95,Zehlendorf,2025,Immobilienscout24,7.252747252747252,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
454.34,51.96,Unbekannt,2025,Immobilienscout24,8.74403387220939,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.335,124.0,Tiergarten,2025,Immobilienscout24,0.01883064516129032,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.3,64.0,Charlottenburg,2025,Immobilienscout24,0.0203125,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
314.98,47.18,Kreuzberg,2025,Immobilienscout24,6.676133955065707,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.307,100.0,Pankow,2025,Immobilienscout24,0.01307,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.197,93.73,Charlottenburg,2025,Immobilienscout24,0.012770724421209858,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.5,101.0,Wilmersdorf,2025,Immobilienscout24,0.024752475247524754,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
990.0,38.0,Schöneberg,2025,Immobilienscout24,26.05263157894737,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.3,76.19,Steglitz,2025,Immobilienscout24,0.01706260664129151,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.6,53.2,Wilmersdorf,2025,Immobilienscout24,0.03007518796992481,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
403.0,34.91,Unbekannt,2025,Immobilienscout24,11.543970209109139,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.592,133.23,Unbekannt,2025,Immobilienscout24,0.011949260677024696,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.388,61.5,Pankow,2025,Immobilienscout24,0.02256910569105691,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.28,63.5,Pankow,2025,Immobilienscout24,0.02015748031496063,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.95,81.51,Pankow,2025,Immobilienscout24,0.02392344497607655,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
663.75,75.9,Unbekannt,2025,Immobilienscout24,8.745059288537549,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.625,125.0,Unbekannt,2025,Immobilienscout24,0.021,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
401.03,61.32,Kreuzberg,2025,Immobilienscout24,6.539954337899543,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
955.0,41.49,Unbekannt,2025,Immobilienscout24,23.0175946011087,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.14,57.0,Reinickendorf,2025,Immobilienscout24,0.019999999999999997,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.19,40.0,Wedding,2025,Immobilienscout24,0.02975,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
880.74,45.12,Hellersdorf,2025,Immobilienscout24,19.51994680851064,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.338,72.3,Reinickendorf,2025,Immobilienscout24,0.018506224066390044,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
921.99,55.11,Hellersdorf,2025,Immobilienscout24,16.72999455634186,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
989.75,59.16,Hellersdorf,2025,Immobilienscout24,16.730054090601758,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
415.0,43.0,Reinickendorf,2025,Immobilienscout24,9.651162790697674,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.6,101.0,Kreuzberg,2025,Immobilienscout24,0.025742574257425745,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.848,112.0,Schöneberg,2025,Immobilienscout24,0.0165,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
773.75,61.38,Hohenschönhausen,2025,Immobilienscout24,12.605897686542848,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.723,84.01,Unbekannt,2025,Immobilienscout24,0.02050946315914772,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.654,161.0,Unbekannt,2025,Immobilienscout24,0.01648447204968944,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.55,75.95,Charlottenburg,2025,Immobilienscout24,0.02040816326530612,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.369,74.0,Unbekannt,2025,Immobilienscout24,0.0185,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.085,59.02,Unbekannt,2025,Immobilienscout24,0.01838359878007455,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.25,40.0,Unbekannt,2025,Immobilienscout24,0.03125,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.121,98.49,Unbekannt,2025,Immobilienscout24,0.011381866179307544,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.15,42.0,Kreuzberg,2025,Immobilienscout24,0.027380952380952377,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
22.0,42.0,Unbekannt,2025,Immobilienscout24,0.5238095238095238,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.7,120.0,Prenzlauer Berg,2025,Immobilienscout24,0.022500000000000003,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
812.0,47.82,Kreuzberg,2025,Immobilienscout24,16.980342952739438,Mittel (30-60 m²),Mittel (800-1200 €),Nach Corona (2023+)
920.0,68.53,Unbekannt,2025,Immobilienscout24,13.42477746972129,Groß (60-100 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.3,66.0,Wilmersdorf,2025,Immobilienscout24,0.0196969696969697,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
747.46,69.48,Unbekannt,2025,Immobilienscout24,10.757915947035118,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.276,69.0,Unbekannt,2025,Immobilienscout24,0.018492753623188408,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.75,87.0,Steglitz,2025,Immobilienscout24,0.020114942528735632,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.3,65.0,Reinickendorf,2025,Immobilienscout24,0.02,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.32,90.0,Unbekannt,2025,Immobilienscout24,0.014666666666666668,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
326.05,41.63,Unbekannt,2025,Immobilienscout24,7.832092241172232,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
556.23,60.85,Unbekannt,2025,Immobilienscout24,9.141002465078062,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.2,80.15,Unbekannt,2025,Immobilienscout24,0.014971927635683092,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
857.53,65.46,Unbekannt,2025,Immobilienscout24,13.100061106018943,Groß (60-100 m²),Mittel (800-1200 €),Nach Corona (2023+)
387.9,52.92,Marzahn,2025,Immobilienscout24,7.329931972789115,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
685.0,49.51,Unbekannt,2025,Immobilienscout24,13.835588769945467,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
2.6,123.0,Charlottenburg,2025,Immobilienscout24,0.02113821138211382,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
980.0,67.0,Unbekannt,2025,Immobilienscout24,14.626865671641792,Groß (60-100 m²),Mittel (800-1200 €),Nach Corona (2023+)
2.783,121.0,Steglitz,2025,Immobilienscout24,0.023,Sehr groß (> 100 m²),Günstig (< 800 €),Nach Corona (2023+)
961.35,108.43,Neukölln,2025,Immobilienscout24,8.866088720833718,Sehr groß (> 100 m²),Mittel (800-1200 €),Nach Corona (2023+)
398.68,58.63,Unbekannt,2025,Immobilienscout24,6.799931775541531,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.72,84.19,Unbekannt,2025,Immobilienscout24,0.0204299798075781,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
2.074,86.43,Steglitz,2025,Immobilienscout24,0.023996297581858148,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
796.0,27.57,Unbekannt,2025,Immobilienscout24,28.87196227783823,Klein (< 30 m²),Günstig (< 800 €),Nach Corona (2023+)
1.861,77.56,Steglitz,2025,Immobilienscout24,0.023994326972666322,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
1.325,66.18,Unbekannt,2025,Immobilienscout24,0.02002115442731943,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
976.0,29.7,Lichtenberg,2025,Immobilienscout24,32.861952861952865,Klein (< 30 m²),Mittel (800-1200 €),Nach Corona (2023+)
1.37,56.08,Unbekannt,2025,Immobilienscout24,0.02442938659058488,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.391,60.0,Treptow,2025,Immobilienscout24,0.023183333333333334,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
436.76,54.54,Hellersdorf,2025,Immobilienscout24,8.008067473414007,Mittel (30-60 m²),Günstig (< 800 €),Nach Corona (2023+)
1.392,70.55,Unbekannt,2025,Immobilienscout24,0.019730687455705172,Groß (60-100 m²),Günstig (< 800 €),Nach Corona (2023+)
369.03,27.87,Kreuzberg,2025,Immobilienscout24,13.24111948331539,Klein (< 30 m²),Günstig (< 800 €),Nach Corona (2023+)
