ID,SORTE,PLZ,KALTMIETE,WARMMIETE,NEBENKOSTEN,KAUTION,HEIZUNGSKOSTEN,ZIMMER,PARKPLAETZE,WOHNFLAECHE,BAUJAHR,ZUSTAND,VERfÜGBAR AB,ENERGIEEFFIZIENSKLASSE,ENERGIEBEDARF/kWh/(m²*a),ENERGIEASUWEIS,Etagenheizung,Zentralheizung,Ofenheizung,offener Kamin,Luft-/Wasser-Wärmepumpe,Gas,Öl,Solar,Strom,Holz,Fernwärme,Erdwärme,Pellets,Kohle,Flüssiggas,KfW 55,Niedrigenergie,KfW 40,KfW 60,KfW 70,Neubaustandard,möbliert,teilweise möbliert,Alarmanlage,Garage,Carport,Tiefgarage,Duplex,Stellplatz,Klimaanlage,Sauna,Schwimmbad,See,Berge,Personenaufzug,Lastenaufzug,Keller,Waschraum,Bibliothek,Terrasse,Balkon,Garten,Einbauküche,Dusche,Badewanne,Bad mit Fenster,Gäste-WC,Fliesen,Parkett,Holz/Dielen,Laminat,Teppich,PVC/Linoleum,Stein,Marmor,Doppelboden,Terracotta,Sonstiges
48079602,Etagenwohnung,13599,1307.33,1663.55,219.35,,136.87,4.0,,87.74,2022.0,,2022-07-01 00:00:00,Klasse B,57.0,BEDARFSAUSWEIS,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,
48191269,Etagenwohnung,13599,826.95,1052.28,138.75,,86.58,2.0,,55.5,2022.0,,2022-08-01 00:00:00,Klasse B,57.0,BEDARFSAUSWEIS,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
47644885,Wohnung,10827,799.0,,402.0,,,2.0,,66.59,1982.0,,,,176.0,VERBRAUCHSAUSWEIS,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,
47656502,Dachgeschosswohnung,10827,2950.0,3235.0,142.0,8850.0,143.0,4.0,1.0,118.8,2021.0,Neubau,2022-07-15 00:00:00,Klasse B,57.6,BEDARFSAUSWEIS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47860520,Wohnung,10827,799.0,1282.0,402.0,,81.0,2.0,,66.59,1982.0,,,,176.0,VERBRAUCHSAUSWEIS,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,
47881673,Etagenwohnung,10827,975.0,1150.0,70.0,2925.0,105.0,3.0,,71.2,1905.0,Altbau,,Klasse D,113.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48270486,Etagenwohnung,10827,580.0,730.0,100.0,,50.0,1.0,,30.0,1983.0,Neubau,sofort,,197.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48743311,Etagenwohnung,10827,264.52,404.52,90.0,,50.0,1.0,,34.7,1910.0,,sofort,Klasse D,123.8,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48864234,Erdgeschosswohnung,10827,373.07,473.07,40.0,1119.21,60.0,1.0,,30.36,1900.0,renovierungsbedürftig,,Klasse D,113.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27DU75N,Apartment,10827,858.0,1188.0,330.0,2574.0,,2.5,1.0,66.0,1888.0,Altbau,2022-11-01 00:00:00,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
48864235,Etagenwohnung,10827,1665.89,2015.89,150.0,4997.67,200.0,4.0,,140.5,1900.0,renoviert,,,113.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25RE85Z,,10318,1110.28,1240.28,130.0,3330.84,100.0,2.0,1.0,67.29,2022.0,Neubau,2022,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
47634421,Wohnung,13359,836.0,1096.0,165.0,2508.0,,2.0,,76.0,1904.0,saniert,nach Vereinbarung,Klasse F,161.3,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
48191247,Etagenwohnung,13359,304.33,465.33,107.0,,54.0,2.0,,53.93,1930.0,,2022-08-01 00:00:00,Klasse H,249.0,BEDARFSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48626335,Apartment,13359,944.0,1064.0,120.0,,,1.0,,59.0,1994.0,saniert,2022-11-01 00:00:00,Klasse D,129.2,VERBRAUCHSAUSWEIS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,0.0,,,,,,0.0,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,
48138721,Apartment,12105,1615.0,1815.0,120.0,2000.0,80.0,3.0,,55.0,1996.0,renoviert,sofort,,112.7,BEDARFSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,
48254912,Dachgeschosswohnung,12105,689.61,943.61,126.0,,128.0,3.0,,79.54,1910.0,,2022-11-01 00:00:00,Klasse D,124.2,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,
48308809,Etagenwohnung,13581,921.03,1111.36,190.33,,,3.5,,96.95,1917.0,renoviert,,Klasse F,164.55,BEDARFSAUSWEIS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48605138,Etagenwohnung,13581,688.75,1038.75,190.0,,160.0,3.0,,95.66,1977.0,,sofort,,141.7,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,
48886648,Etagenwohnung,13581,326.02,478.02,90.0,,62.0,1.0,,45.28,1977.0,,sofort,,141.7,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
255GD5U,,12047,1078.05,1376.05,212.0,,62.0,3.0,,71.87,1955.0,Neubau,sofort,,95.2,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257TV5W,,12047,1078.05,1376.05,212.0,,62.0,3.0,,71.87,1955.0,Neubau,sofort,,165.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47770902,Apartment,13187,481.45,,,,,1.0,,38.23,1888.0,Altbau,sofort,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,
47737821,Dachgeschosswohnung,13187,507.42,753.57,189.06,1522.26,57.09,3.0,,61.88,1959.0,,2022-07-01 00:00:00,Klasse F,163.6,BEDARFSAUSWEIS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48133916,Maisonette,13187,700.0,790.0,90.0,1580.0,,2.0,,78.0,2021.0,Neubau,nach Vereinbarung,Klasse C,90.0,BEDARFSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
26TZM5Q,,13187,1129.0,1438.0,309.0,,75.0,4.0,,103.02,1906.0,,sofort,,63.8,BEDARFSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264HD5Z,Penthouse,13187,1291.5,1380.68,89.18,3228.75,,2.0,,61.5,1900.0,Neubau,sofort,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,
47597691,Dachgeschosswohnung,12207,1699.0,1899.0,200.0,,,3.0,,100.0,1896.0,,sofort,Klasse F,171.7,BEDARFSAUSWEIS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,
47802188,Etagenwohnung,12207,1930.0,2260.0,330.0,6150.0,,3.0,1.0,78.0,2021.0,Neubau,,Klasse A,49.5,BEDARFSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47947736,Wohnung,12207,690.0,1000.0,130.0,2070.0,180.0,2.0,,63.59,1967.0,,2022-08-01 00:00:00,,162.5,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,
48193333,Erdgeschosswohnung,12207,657.76,827.76,140.0,,30.0,2.0,,64.09,1985.0,,sofort,Klasse E,145.7,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48156480,Erdgeschosswohnung,12207,1490.0,1700.0,210.0,,,4.0,,105.97,1896.0,,sofort,Klasse F,171.7,BEDARFSAUSWEIS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,
48504292,Dachgeschosswohnung,12207,1399.73,1599.73,200.0,,,3.0,,100.0,1896.0,,sofort,Klasse F,171.7,BEDARFSAUSWEIS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,,,,,,,,,,,
48713210,Souterrainwohnung,12207,679.0,814.0,135.0,,,3.0,,67.23,1896.0,renoviert,sofort,Klasse F,171.7,BEDARFSAUSWEIS,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,
47638674,Etagenwohnung,14052,1911.0,2127.0,216.0,5733.0,,4.0,,123.33,2016.0,,2022-07-01 00:00:00,,35.0,BEDARFSAUSWEIS,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,1.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26KTU5U,,14052,1244.4,1534.4,160.0,3733.2,130.0,2.5,1.0,65.0,1954.0,,2022-11-01 00:00:00,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,1.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,
48338640,Wohnung,14052,1483.96,1904.96,324.0,,97.0,3.0,,101.7,1932.0,,,,88.7,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48719745,Wohnung,14052,1734.0,2228.0,389.0,,105.0,4.0,,108.36,1932.0,Altbau,nach Vereinbarung,,88.7,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48781432,Etagenwohnung,14052,1100.0,1400.0,150.0,,150.0,3.5,,103.91,1910.0,,sofort,,141.5,BEDARFSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48845532,Wohnung,14052,805.22,990.22,90.0,,95.0,3.0,1.0,58.73,1950.0,Neubau,sofort,,125.0,BEDARFSAUSWEIS,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47644884,Wohnung,10629,1946.0,,267.0,,,3.0,,97.28,1910.0,,,,89.6,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48536773,Dachgeschosswohnung,10629,2055.0,2806.05,751.05,6165.0,,4.0,,137.0,,saniert,nach Vereinbarung,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48619907,Wohnung,10629,880.0,1300.0,140.0,,280.0,3.0,,92.0,1906.0,renoviert,sofort,,148.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,
47653793,Etagenwohnung,14057,1300.0,1500.0,200.0,,,2.0,,54.0,1960.0,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48409086,Etagenwohnung,14057,1250.0,1393.0,143.0,4000.0,154.0,2.0,,52.0,1955.0,,2022-10-01 00:00:00,Klasse C,96.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47944455,Etagenwohnung,12107,554.64,755.64,143.0,,58.0,3.0,,81.06,1977.0,,2022-07-01 00:00:00,Klasse C,97.6,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48055377,Etagenwohnung,12107,1249.0,1593.0,214.0,3747.0,130.0,3.0,,89.77,1991.0,,2022-09-01 00:00:00,,129.0,VERBRAUCHSAUSWEIS,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
30121766,Etagenwohnung,12107,447.36,629.36,142.0,1342.08,40.0,2.0,,52.63,1954.0,,2022-09-11 00:00:00,Klasse E,172.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48222778,Etagenwohnung,12107,1249.0,1593.0,214.0,3747.0,130.0,3.0,,89.77,1991.0,,2022-09-01 00:00:00,,129.0,VERBRAUCHSAUSWEIS,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
48602108,Etagenwohnung,12107,636.08,1068.08,232.0,,200.0,3.0,,97.87,1992.0,,2022-11-01 00:00:00,Klasse D,130.0,VERBRAUCHSAUSWEIS,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,,,,,,,,,,,
48528549,Etagenwohnung,12107,929.0,1314.0,220.0,2787.0,165.0,3.0,,89.77,1991.0,,2022-10-01 00:00:00,,129.0,VERBRAUCHSAUSWEIS,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
47701121,Wohnung,12099,467.73,627.73,110.0,1403.19,,2.0,,54.0,,,,Klasse E,156.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
47850287,Etagenwohnung,12099,850.0,900.0,50.0,2000.0,90.0,1.5,,45.0,1970.0,renoviert,nach Vereinbarung,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48191267,Etagenwohnung,12053,229.32,340.32,49.0,,62.0,1.0,,31.89,1900.0,,2022-08-01 00:00:00,Klasse E,135.3,VERBRAUCHSAUSWEIS,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,
27J2252,,12053,861.0,1047.0,186.0,,45.0,2.0,,57.4,1963.0,,sofort,,0.79,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26F7X5X,,12053,869.25,1056.25,187.0,,90.0,2.0,,57.95,1963.0,,sofort,,115.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48526331,Etagenwohnung,12053,1968.0,2208.0,240.0,5760.0,130.0,3.0,,96.0,1900.0,renoviert,2022-11-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
48900046,Wohnung,12053,625.0,775.0,75.0,1875.0,75.0,2.0,,57.0,,renoviert,sofort,Klasse D,104.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,
47363152,Etagenwohnung,13507,849.0,1044.0,112.0,2457.0,,2.0,,60.92,1995.0,,2022-06-01 00:00:00,Klasse C,91.23,VERBRAUCHSAUSWEIS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
47693749,Etagenwohnung,13507,1049.0,1292.0,140.0,3087.0,,3.0,,76.19,1995.0,,2022-07-01 00:00:00,Klasse C,91.23,VERBRAUCHSAUSWEIS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,
47808475,Etagenwohnung,13507,849.0,1044.0,112.0,2457.0,83.0,2.0,,60.92,1995.0,,2022-07-01 00:00:00,Klasse C,91.23,VERBRAUCHSAUSWEIS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
48199988,Etagenwohnung,13507,490.0,663.0,133.0,,40.0,1.0,,41.0,1915.0,Altbau,sofort,Klasse E,133.0,VERBRAUCHSAUSWEIS,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,1.0,0.0,,,,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
