title,price,size,address,link,is_split_from_multi,original_multi_count
"Tauschwohnung: Tausche 100m2 Dreizimmer in NK gegen mindesten 3,5 Zimmer",1.05,100.0,"Briesestraße  19, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879354,,
Tauschwohnung: Wunderschöne Altbauwohnung,1.6,123.0,"Tauschwohnungstraße 1, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879358,,
Tauschwohnung: Altbauwohnung Neukölln,312.0,50.0,"Selchower Str. 11, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879362,,
Tauschwohnung: 2-Zimmer Neubauwohnung in ruhiger Lage,1.0,55.0,"Einbecker Straße 53, Friedrichsfelde, Berlin",https://www.immobilienscout24.de/expose/159879368,,
Tauschwohnung: 3-Zimmer Altbauwohnung im Herzen Kreuzbergs,1.8,120.0,"Baerwaldstraße  69, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159879378,,
Tauschwohnung: Große Einzimmerwohnung in ruhigen Rixdorf,271.0,40.0,"Zweistädter Strasse  4, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879381,,
Tauschwohnung: Sunny flat in Berlin Wedding,900.0,72.0,"Oudenarder Straße  1b, Wedding, Berlin",https://www.immobilienscout24.de/expose/159879389,,
"Tauschwohnung: 2,5-ZI WOHNUNG + TERRASSE AM VOLKSPARK GEGEN 3-ZI",615.0,62.0,"Transvaalstraße 17b, Wedding, Berlin",https://www.immobilienscout24.de/expose/159879393,,
Tauschwohnung: Sonnige 1-Zimmer-Wohnung mit zentraler Lage zum Tauschen,236.0,35.0,"Storkowerstr. 173, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159879400,,
Tauschwohnung:  Schöne Altbauwohnung Nähe Boxhagener Platz / SUCHE 3 Zi,638.0,72.0,"Seumestrasse 26, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159879418,,
Tauschwohnung: 2 Zimmerwohnung Nähe Viktoriapark gegen 3-4 Zimmer,700.0,56.0,"Dudenstraße 24, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159879420,,
"Tauschwohnung: 1,5 Zimmer Dachgeschosswohnung Direkt am Teltower Kanal",430.0,48.0,"Wulfila-Ufer 53, Tempelhof, Berlin",https://www.immobilienscout24.de/expose/159879438,,
Tauschwohnung: Wunderschöne Altbauwohnung am Kollwitzplatz,1.2,75.0,"Kollwitzstraße  71, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159879671,,
Tauschwohnung: sanierte 3-Zimmer Altbau-Wohnung gegen 5+-Zimmer,1.0,80.0,"Weserstr 9999, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879680,,
Tauschwohnung: 2 Zimmer Altbauwohnung mit Balkon Alt Moabit/Charlottenburg,600.0,56.0,"Huttenstrasse 69, Moabit, Berlin",https://www.immobilienscout24.de/expose/159879694,,
Tauschwohnung: Friedenau und/oder  Rote Insel gegen Schlachtensee,1.1,85.0,"Fregestraße  39, Friedenau, Berlin",https://www.immobilienscout24.de/expose/159879695,,
Tauschwohnung: Helle Wohnung mit großem Balkon in Kreuzberg,1.6,100.0,"Dieffenbachstr  73, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159879707,,
Tauschwohnung: Helle Wohnung Nähe Spreeufer an S-Bahn,839.0,60.0,"Bachstraße 8, Hansaviertel, Berlin",https://www.immobilienscout24.de/expose/159879715,,
Tauschwohnung: Ruhige Altbauwohnung am Görli,484.0,60.0,"Lübbener Straße 28, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159879723,,
Tauschwohnung: Biete helle 1. Raumwohnung nahe S Ostkreuz,320.0,36.0,"Hauptstraße  40, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/159879734,,
Tauschwohnung: 2-Zimmer-Wohnung in Berlin-Mitte,1.0,75.0,"Legiendamm 26a, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879741,,
Tauschwohnung: Suche 3/4 Raumwohnung gegen tolle 2 Raumwohnung.,670.0,67.0,"Albrechtstr  37a, Steglitz, Berlin",https://www.immobilienscout24.de/expose/159879745,,
Tauschwohnung: Sanierte Altbauwohnung,690.0,45.0,"Selkestr 27, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879896,,
Tauschwohnung: Lichtdurchflutetes 1-Zimmer-Studio mit Balkon,380.0,40.0,"Danckelmannstraße 2, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159879899,,
Tauschwohnung: 1-Zimmer-Wohnung Kreuzkölln gegen 1-2 Zimmer,348.0,39.0,"Hobrechtstr. 31, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879901,,
Tauschwohnung: Schöne ruhige Einraumwohnung Nähe Bergmannkiez,302.0,37.0,"Yorckstr. 67, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159879909,,
Tauschwohnung: Großzügige 2-Zi in Prenzlauerberg,720.0,64.0,"Grellstr. 33, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159879913,,
Tauschwohnung: 3 Zi Altbau in bester Lage gegen min. 4 Zi im Ring,671.0,110.0,"Dominicusstraße  46, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159879925,,
Tauschwohnung: Tausche 2 Zimmerwohnung mit Wintergarten,700.0,70.0,"Brandenburgische Straße 14, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159879929,,
Tauschwohnung: Paar sucht Familienwohnung,427.0,54.0,"Bundesallee 189, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159879940,,
"Tauschwohnung: 2-Z Wohnung in Hallesches Tor, Balkon, Garage - gg 1-Z W",680.0,57.0,"Am Berlin Museum 18, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159879948,,
Tauschwohnung: Suchen 3-4 Zimmer gegen 2 Zimmer in,415.0,61.0,"Brunnen str  53, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879952,,
"Tauschwohnung: 1,5 Zimmer Wohnung am Ostkreuz, gegen 1-2 Zimmer",530.0,45.0,"Türrschmidtstr 14, Rummelsburg, Berlin",https://www.immobilienscout24.de/expose/159879960,,
Tauschwohnung: Große Wohnung in einem Wohnhaus mit großem Hinterhof,1.8,123.0,"Siemensstraße 52A, Lankwitz, Berlin",https://www.immobilienscout24.de/expose/159879981,,
Tauschwohnung: !! Wohnung!!,366.0,38.0,"Tauschwohnungstraße 1, Reinickendorf (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159880177,,
Tauschwohnung: DG 2-Z. CH gg. 3-Z. CH,654.0,71.0,"Riehlstraße 16, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159880179,,
"Tauschwohnung: 3 Zimmer landeseigen, liebevoll renoviert, gg 3-4 Zimmer",505.0,85.0,"Flughafen Straße  70, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159880192,,
Tauschwohnung: Zentrale Wohnung in der Nähe des Görlitzer Parks,680.0,75.0,"Falckensteinstr. 31, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159880201,,
Tauschwohnung: Biete 2ZKBB KreuzKölln geg. 4 ZKBB KreuzKölln,650.0,60.0,"Sanderstraße 3, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159880213,,
"Tauschwohnung: Helle sanierte Altbauwohnung neues Bad, Dielen, Balkon",900.0,103.0,"Schlesische Straße 32, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159880218,,
"Tauschwohnung: schöne Wohnung in Zehlendorf, direkt an U3 und Krumme Lanke",550.0,44.0,"Argentinische Allee 149, Zehlendorf, Berlin",https://www.immobilienscout24.de/expose/159880222,,
Tauschwohnung: 1 Zimmerwohnung gegen min. 2 Zimmer im Prenzlauer Berg/Mitte,440.0,36.0,"Eberswalder Straße 1, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159880232,,
"Tauschwohnung: 80 m²(VH. 3. OG) in P-Berg, Suche eine 1 / 1,5-Zi. Wohnung",660.0,80.0,"Göhrener Str. 13, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159880241,,
Tauschwohnung: Altbau-Palast,2.57,135.0,"Uhlandstrasse  61, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159880243,,
Tauschwohnung: 2-Zimmer-Wohnung in Fshain gegen 3-4 Zimmer,500.0,48.0,"Petersburger Straße 59, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159880272,,
"Tauschwohnung: 2,5Zimmer Wohnung zum Tausch in Zehlendorf",1.1,75.0,"Brettnacher Str. 23, Zehlendorf, Berlin",https://www.immobilienscout24.de/expose/159880293,,
Tauschwohnung: Schöne Neubau 3 Raum Wohnung mit Fahrstuhl,700.0,84.0,"Hermann Blankenstein Str. 8, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159880508,,
Tauschwohnung: Wunderschöne helle Altbauwohnung im Friedrichshain,1.014,75.0,"Auerstraße 5, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159880513,,
"Tauschwohnung: Wunderschöne, helle 2ZKB+Balkon direkt am Körnerpark",465.0,67.0,"Schierker Str. 5, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159880527,,
Tauschwohnung: Süße 1 Raum Wohnung,400.0,36.0,"Corinthstraße  40, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159880543,,
Tauschwohnung: Schöne 3-Zimmer Wohnung,650.0,65.0,"Ohlauer Str. 99, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159880553,,
Tauschwohnung: Helle Altbauwohnung am Savignyplatz,1.3,80.0,"Mommsenstraße  2, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159880557,,
"Tauschwohnung: 1-Zimmer-Wohnung in guter Lage (Badewanne, Gas)",196.0,36.0,"Sredzkistraße  2, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159880564,,
"Tauschwohnung: Biete Berlin, suche München! [DRINGEND!]",1.5,90.0,"Simon-Dach-Str. 10, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159880571,,
Tauschwohnung: Tausche schöne renovierte 2 Zimmer gegen 3 Zimmer,550.0,58.0,"Ritterstraße  95, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159880581,,
Tauschwohnung: Wunderschöne 2-Raum Köpenick gegen 4-Raum Treptow Köpenick,376.0,57.0,"Pablo-Neruda-Straße  9-20, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159880586,,
Tauschwohnung: Tausche 2-Zi in P-Berg gg. 3-Zi in P-Berg/NK/KB/F-Hain,1.4,85.0,"Bernhard-Lichtenberg-Str 5B, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159880591,,
Tauschwohnung: Gemütliche 1 Zimmer Wohnung in Charlottenburg/ nahe Moabit,252.0,39.0,"Pascalstraße  7, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159880593,,
Tauschwohnung: Helle 3 Zi Altbau Maisonette Kreuzberg gg 4 Zi in der Nähe,1.2,93.0,"Blücherstraße  38, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159880605,,
Tauschwohnung: Ruhige Wohnung in Westend,430.0,42.0,"Sensburger Allee 21, Westend, Berlin",https://www.immobilienscout24.de/expose/159880621,,
Tauschwohnung: Eine große schöne wohnung,600.0,75.0,"Aller straße 44, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159880632,,
Tauschwohnung: Dachgeschosswohnung Winsstr. P-Berg (83m²),1.176,83.0,"Winsstr.  7, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159880637,,
Tauschwohnung: Helle 3-Zimmer-Whg direkt am Park gegen größere Wohnung,711.0,87.0,"Am Treptower Park  40, Plänterwald, Berlin",https://www.immobilienscout24.de/expose/159880794,,
"Tauschwohnung: 3 Zi, Altbau Schöneberg",441.0,110.0,"Hauptstr.  6, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159882340,,
Tauschwohnung: 3-Zimmer Maisonette Altbau Fhain,961.0,80.0,"Warschauer Straße 57, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159882343,,
Tauschwohnung: Renovierte 2-Zimmer mit Gartenterrasse,970.0,60.0,"Matternstr.  7, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159882357,,
Tauschwohnung: Ruhiger 2Z-Altbau im Wedding gegen größer (nur Landeseigene),372.0,52.0,"Grüntaler Str.  6, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/159882374,,
Tauschwohnung: Kleine helle Wohnung mit großer Terrasse NUR LANDESEIGENE,208.0,32.0,"Pascalstr. 7, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159882381,,
"Tauschwohnung: 2 ¼ Z. Lichterfelde gegen 3,5-4 Z. gern in ähnlicher Lage",500.0,60.0,"Manteuffelstraße  23B, Lichterfelde, Berlin",https://www.immobilienscout24.de/expose/159882388,,
Tauschwohnung: 3-Raum-Wohnung,700.0,68.0,"Liebermannstraße 40, Weißensee, Berlin",https://www.immobilienscout24.de/expose/159882431,,
"Tauschwohnung: 2,5 Zimmer Nähe Böhmischer Platz",750.0,58.0,"Mareschstraße  4, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159883137,,
"Tauschwohnung: Biete 2 schöne Zimmer, suche 3 Zimmer in X-Hain",550.0,60.0,"Kochhannstraße 14, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159883138,,
Tauschwohnung: schöne 2-Zimmer Wohnung mit atemberaubendem Ausblick!,500.0,67.0,"Wermuthweg 7, Gropiusstadt, Berlin",https://www.immobilienscout24.de/expose/159883555,,
Tauschwohnung: Stadt Ruhe- 4 Zimmer in Familien freundliche Kiez,1.45,100.0,"Rheingaustr  27, Friedenau, Berlin",https://www.immobilienscout24.de/expose/159883570,,
Tauschwohnung: Tausche 2 Zi-Whg Schöneberg gegen 3-/4 Zi Whg Frankfurt,770.0,70.0,"Willmanndamm 7, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159883859,,
Tauschwohnung: 2 Zimmer Neubau EG/Terrasse/EBK - Suche 2-3 Zimmer,584.0,60.0,"Ella-Barowsky-Str. 29F, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159883861,,
Wohnungstausch: Platz der Vereinten Nationen 12,507.0,37.0,"Platz der Vereinten Nationen 12, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159197841,,
Wohnungstausch: Coppistraße 12,333.0,30.0,"Coppistraße 12, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159197950,,
Wohnungstausch: Togostraße 42C,539.0,60.0,"Togostraße C 42, Wedding, Berlin",https://www.immobilienscout24.de/expose/159198009,,
Wohnungstausch: Greifenhagener Straße 52,600.0,39.0,"Greifenhagener Straße 52, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159198022,,
Wohnungstausch: Stresemannstraße 76,522.0,31.0,"Stresemannstraße 76, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159198035,,
Wohnungstausch: Karl-Marx-Straße 60,700.0,53.0,"Karl-Marx-Straße 60, Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159198050,,
Wohnungstausch: Anton-Saefkow-Straße 2,568.0,47.0,"Anton-Saefkow-Straße 2, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159198067,,
Wohnungstausch: Graefestraße 26,550.0,50.0,"Graefestraße 26, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/159198140,,
Wohnungstausch: Erich-Weinert-Straße 129,795.0,84.0,"Erich-Weinert-Straße 129, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159198165,,
Wohnungstausch: Berliner Straße 33,860.0,59.0,"Berliner Straße 33, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159198210,,
Wohnungstausch: Rüdigerstraße 33,870.0,55.0,"Rüdigerstraße 33, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159198220,,
Wohnungstausch: Quartiersweg 6,690.0,22.0,"Quartiersweg 6, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159198614,,
Wohnungstausch: Greifswalder Straße 52,370.0,55.0,"Greifswalder Straße 52, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159198754,,
Wohnungstausch: Gontermannstraße 13,487.0,67.0,"Gontermannstraße 13, Tempelhof, Berlin",https://www.immobilienscout24.de/expose/159198760,,
Wohnungstausch: Torstraße 41,1.05,55.0,"Torstraße 41, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159198792,,
Wohnungstausch: Müggelstraße 27,957.0,66.0,"Müggelstraße 27, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159198830,,
Wohnungstausch: Ferdinand-Schultze-Straße 47,1.66,78.0,"Ferdinand-Schultze-Straße 47, Alt-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/159198856,,
Exklusive 3-Zimmer-Wohnung mit gehobener Innenausstattung in Berlin Neu-Hohenschönhausen,1.1,65.0,"Grevesmühlener Str. 49, Neu-Hohenschönhausen, Berlin",https://www.immobilienscout24.de/expose/159891199,,
🏡 Stilvoll sanierter Altbau - 3 - Zimmerwohnung in bester Lage!,1.819,75.79,"Baumschulenstraße 94, Baumschulenweg, Berlin",https://www.immobilienscout24.de/expose/156463027,,
Leben im beliebten QH Straight: Individualität wird hier groß geschrieben,1.7,87.02,"Clara-Mleinek-Straße 3, Moabit, Berlin",https://www.immobilienscout24.de/expose/158173448,,
Tolle 4-Zimmerwohnung am Volkspark Friedrichshain,2550.26,146.42,"Richard-Sorge-Str.  62, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159883537,,
Exklusive Altbauwohnung am Fasanenplatz!,2757.78,138.74,"Fasanenstr. 42, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/106777455,,
"Perfekter Grundriss, perfekte Lage!",3237.65,102.36,"Dunckerstr. 60, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/121406380,,
Hochwertiges Dachgeschoss im Bergmannkiez,1754.91,58.64,"Fidicinstr. 33, Kreuzberg, Berlin",https://www.immobilienscout24.de/expose/116437929,,
Rückzugsort in Mitte: Esplanade Residence,1.6,62.0,"Bellevuestraße 1, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/159204320,,
Geschmackvolle 2-Raum-Wohnung in Erstbezug mit geh. Innenausstattung mit EBK,1.35,55.7,"Aubertstraße 25, Französisch Buchholz, Berlin",https://www.immobilienscout24.de/expose/159891104,,
Wohung nahe S-Bahnhof Sundgauer Straße,1049.58,58.41,"Brettnacher Straße 27, Zehlendorf, Berlin",https://www.immobilienscout24.de/expose/159883378,,
"Dachgeschoss - Neubau! EBK, Fußbodenheizung, Parkett",603.0,23.0,"Beusselstraße  72/73, Moabit, Berlin",https://www.immobilienscout24.de/expose/159634404,,
Nachmieter gesucht: Geschmackvolle 2-ZKB-Wohnung mit Balkon,1.1,60.0,"Friedrichshagen, Berlin",https://www.immobilienscout24.de/expose/159883502,,
"Ansprechende, sanierte 3-Zimmer-Wohnung mit gehobener Innenausstattung in Berlin",1.35,93.2,"Berliner Allee 187, Weißensee, Berlin",https://www.immobilienscout24.de/expose/143249333,,
Tolle 2- Zimmer-Wohnung 58 qm,939.6,58.0,"Zimmerstr 2, Wilhelmstadt, Berlin",https://www.immobilienscout24.de/expose/130188648,,
Möblierte 5-Zimmer-Altbauwohnung in ruhiger Lage nahe KaDeWe,2.995,165.0,"Schöneberg, Berlin",https://www.immobilienscout24.de/expose/154674056,,
"Sanierte 2,5-Raum-Wohnung mit gehobener Innenausstattung mit EBK in Berlin Friedrichshain",1.7,80.0,"Marchlewskistrasse **, Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/159890240,,
Ansprechende 3-Zimmer Neubauwohnung!,1.87,84.25,"Helene-Jacobs-Straße 28, Schmargendorf, Berlin",https://www.immobilienscout24.de/expose/159890391,,
Super schöne 1 Zimmer Wohnung in schöner Lage auf dem Kurfürstendamm.,1.11,37.21,"Kurfürstendamm 167-168, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/147556037,,
Vollmöblierte super zentral gelegene 2 Zimmer Wohnung direkt am Hackeschen Markt.,2.24,69.4,"Rosenthaler Straße 44, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/149294751,,
Charmante 2-Zimmer-Wohnung in begehrter Lage unweit des Kurfürstendamms,1.95,74.0,"Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/158560496,,
Vermietung einer ruhigen möblierten 1½ Zimmerwohnung (provisionsfrei) zum 1.7.2025 zum 01.07.2025,650.0,51.7,"Eckenerweg 5A 8, Staaken, Berlin",https://www.immobilienscout24.de/expose/159890744,,
Moderne 2-Zimmer-Wohnung mit Balkon in Berlin Schöneberg – unmöbliert - unbefristeter Mietvertrag,1.343,56.0,"Quartiersweg 4, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159889975,,
möblierte 3-Zimmer-Wohnung mit Balkon und EBK im Herzen Berlins,1.651,77.0,"Lydia-Rabinowitsch-Straße 8, Moabit, Berlin",https://www.immobilienscout24.de/expose/159890034,,
Befristete Untermiete von August bis Oktober - Möblierte 2 Zimmer Singlewohnung am Gleisdreieck-Park,1.34,35.0,"Lützowstraße 111, Tiergarten, Berlin",https://www.immobilienscout24.de/expose/146060940,,
Sonnige 4-Zimmer-Wohnung mit EBK in Berlin Charlottenburg nah Schloß Charlottenburg,1303.76,94.75,"Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159889631,,
"Geschmackvolle, gepflegte 2-Raum-Wohnung mit Einbauküche in Koepenick",950.0,46.0,"Gehsener Straße 59, Köpenick, Berlin",https://www.immobilienscout24.de/expose/159889306,,
"NEUER PREIS! Neu-sanierte 1,5-Zimmer-Hochparterre-Wohnung mit grossem Balkon",990.0,45.0,"Marienfelder Allee 65, Marienfelde, Berlin",https://www.immobilienscout24.de/expose/158445618,,
"Exklusive, neuwertige 3-Raum-Wohnung mit gehobener Innenausstattung mit EBK in Berlin Friedrichshain",2.09,95.0,"Erich-Nehlhans-Straße 19-23, Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/159889258,,
Stilvolle 2-Zimmer-Wohnung mit Einbauküche in Berlin Oberschöneweide (Köpenick),1.17,65.0,"Oberschöneweide, Berlin",https://www.immobilienscout24.de/expose/159888822,,
Luxus im kleinen Maßstab mit großen Annehmlichkeiten in Neukölln,1.22,38.0,"Neukölln (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159736814,,
Vollständig renovierte 3-Zimmer-Wohnung mit Balkon in Berlin,1.3,65.0,"Lichtenrade, Berlin",https://www.immobilienscout24.de/expose/159888542,,
"Koloniestraße 11, 13357 Berlin",700.0,21.0,"Koloniestraße 09, Gesundbrunnen, Berlin",https://www.immobilienscout24.de/expose/159887871,,
2 Rooms Full Furnished apartment in Stadmitte,1.29,39.4,"Charlottenstraße 75, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/157577839,,
"Stilvolle 1,5-Raum-Wohnung mit EBK in Berlin Karow (Weißensee)",700.0,45.0,"Karow, Berlin",https://www.immobilienscout24.de/expose/159885590,,
Exklusive 2-Zimmer-Souterrain-Wohnung mit geh. Innenausstattung in Berlin Wannsee zur Untermiete,750.0,36.0,"Nikolassee, Berlin",https://www.immobilienscout24.de/expose/159619534,,
Stilvolle sanierte 5-Zimmer-Wohnung im 4. OG mit 3 Balkonen,3.99,178.0,"Droysenstraße 2, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/144818024,,
Dachgeschoss in kernsanierter Gründerzeit Villa,1.86,80.0,"Heiligenberger Straße 24, Karlshorst, Berlin",https://www.immobilienscout24.de/expose/138430147,,
Erstbezug nach Sanierung mit Balkon: Geschmackvolle 3-Raum-Wohnung,1.17,78.0,"Waidmannsluster Damm 155, Waidmannslust, Berlin",https://www.immobilienscout24.de/expose/159886631,,
Geschmackvolle 4-Raum-Maisonette-Wohnung mit geh. Innenausstattung mit Balkon,1.9,150.0,"Waidmannsluster Damm 155, Waidmannslust, Berlin",https://www.immobilienscout24.de/expose/159886467,,
"Stilvolle, sanierte 3-Zimmer-Hochparterre-Wohnung mit Balkon in Berlin Nikolassee (Zehlendorf)",1.25,70.0,"Prinz-Friedrich-Leopold-Straße 48, Nikolassee, Berlin",https://www.immobilienscout24.de/expose/159886475,,
Sehr schöne 4-Zimmer-DG-Maisonettewohnung in Lichterfelde-West direkt am Teltowkanal,3.33,166.86,"Bäkestr. 7, Lichterfelde, Berlin",https://www.immobilienscout24.de/expose/129126714,,
vielseitige Maisonettewohnung mit Einfamilienhaus-Charakter,3436.2,171.81,"Wacholderweg 13c, Westend, Berlin",https://www.immobilienscout24.de/expose/154832928,,
*Wohnen im Grünen: Moderne 3-Zimmer-Oase zwischen Wald & Wasser*,1.39,67.32,"Am Teufelsbruch 7, Hakenfelde, Berlin",https://www.immobilienscout24.de/expose/159442626,,
"Exklusive, neuwertige 3-Zimmer-Wohnung mit geh. Innenausstattung mit EBK",1.853,122.0,"Gleiwitzer Straße 15, Biesdorf, Berlin",https://www.immobilienscout24.de/expose/159884616,,
Befristet möblierte Neubauwohnung am Schlosspark Charlottenburg,1919.7,71.1,"Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159884053,,
"Exklusive, vollständig renovierte 2,5-Zimmer-Wohnung mit Balkon und Einbauküche in Berlin",1.75,64.0,"Torstraße 225, Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/149232722,,
Ab sofort verfügbar: Möblierte 3-Zimmer-Wohnung mit XXL-Balkon in Berlin-Dahlem,2.2,110.0,"Dahlem, Berlin",https://www.immobilienscout24.de/expose/159884774,,
Charmante vollmöblierte 1-Raum-Wohnung in Berlin Wilmersdorf zentral und ruhig,880.0,30.0,"Schillerstrasse 50, Charlottenburg, Berlin",https://www.immobilienscout24.de/expose/159884229,,
"Helle 3,5-Altbauwohnung mit Balkon und Einbauküche",1.2,90.0,"Heynstraße 24, Pankow (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159883676,,
Erstbezug nach Sanierung – Stilvolle 2-Zimmer-Wohnung in Toplage am Ku’damm (in Berlin Wilmersdorf,1.3,60.0,"Geisbergstraße 18, Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/159778916,,
-befristet 3 Monate bis Ende September- neuwertige 1-Zimmer-Wohnung mit gehobener Innenausstattung,916.0,30.0,"Deutschmeisterstraße 28, Lichtenberg (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159883991,,
"Brunsbütteler Damm 223D, 13581 Berlin",1.0,54.0,"Brunsbütteler Damm 223D, Staaken, Berlin",https://www.immobilienscout24.de/expose/158798070,,
3 Zimmer Neubau - Zweitbezug mit Balkon & 2 Bädern,1.71,90.29,"An der alten Gärtnerei 22a, Mariendorf, Berlin",https://www.immobilienscout24.de/expose/159730060,,
Lichtdurchflutete Wohnung mit Balkon & Tiefgaragenstellplatz im beliebten Adlershof,1.437,92.0,"Adlershof, Berlin",https://www.immobilienscout24.de/expose/159881148,,
Möblierte und gepflegte 2-Zimmer-Wohnung in Berlin Schöneberg sofort frei,1.285,66.0,"Gustav-Müller-Straße 31, Schöneberg, Berlin",https://www.immobilienscout24.de/expose/159880760,,
Moderne 2-Zimmer-Wohnung mit Balkon in zentraler Lage nahe Spittelmarkt,1.016,60.5,"Mitte (Ortsteil), Berlin",https://www.immobilienscout24.de/expose/159879483,,
