price,size,district,rooms,year,dataset_id,source,street,floor,typeOfFlat,yearConstructed,totalRent,plz
1084.0,80.33,Wedding,2.5,2019,historical,Kaggle/Immobilienscout24,L&uuml;deritzstra&szlig;e,5.0,ground_floor,1998.0,1359.0,13349
1097.0,81.3,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,Gabriel-Max-Stra&szlig;e,4.0,apartment,1900.0,1295.0,10247
1604.14,90.12,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,Heidestra&szlig;e,2.0,apartment,2019.0,1874.5,10785
781.9,102.45,Kreuzberg,3.5,2019,historical,Kaggle/Immobilienscout24,Kreuzbergstr.,4.0,apartment,1900.0,1031.9,10967
856.87,65.44,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,Guineastr.,7.0,apartment,1971.0,1039.87,13349
749.77,53.67,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,5.0,other,1904.0,864.77,13349
1090.0,55.28,Prenzlauer,2.0,2019,historical,Kaggle/Immobilienscout24,Bornholmer Str.,,other,2019.0,1250.0,10439
1581.3,112.95,Rummelsburg,3.0,2019,historical,Kaggle/Immobilienscout24,Paula-F&uuml;rst-Str.,3.0,apartment,2007.0,,10317
536.08,20.5,Wedding,1.0,2019,historical,Kaggle/Immobilienscout24,M&uuml;llerstra&szlig;e,1.0,apartment,2017.0,649.0,13349
930.0,49.48,Neukölln,2.0,2019,historical,Kaggle/Immobilienscout24,Niemetzstra&szlig;e,2.0,apartment,1900.0,1060.0,12045
627.0,55.72,Siemensstadt,2.0,2019,historical,Kaggle/Immobilienscout24,Schuckertplatz,4.0,apartment,1930.0,778.0,13629
1140.16,71.26,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,Warschauer Stra&szlig;e,2.0,apartment,1900.0,1368.19,10247
387.26,64.36,Köpenick,3.0,2019,historical,Kaggle/Immobilienscout24,Alfred-Randt-Stra&szlig;e,12.0,apartment,1982.0,576.91,12557
1280.0,83.59,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,G&auml;rtnerstra&szlig;e,3.0,apartment,1900.0,,10247
1078.52,58.62,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,Voltairestra&szlig;e,5.0,apartment,,1438.87,10409
751.99,67.93,Grünau,2.0,2019,historical,Kaggle/Immobilienscout24,Regattastr.,,roof_storey,1996.0,1001.99,12527
1750.0,110.0,Mitte,4.0,2019,historical,Kaggle/Immobilienscout24,Rungestra&szlig;e,,terraced_flat,2015.0,2200.0,10409
2920.0,132.0,Tiergarten,4.0,2019,historical,Kaggle/Immobilienscout24,Hilda-Geiringer-Weg,5.0,apartment,2019.0,3315.0,10557
1790.0,80.0,Mitte,2.5,2019,historical,Kaggle/Immobilienscout24,K&ouml;penicker Stra&szlig;e,0.0,ground_floor,,1790.0,10409
2850.0,150.0,Prenzlauer,4.0,2019,historical,Kaggle/Immobilienscout24,no_information,5.0,penthouse,1900.0,3375.0,10439
416.47,54.44,Alt,2.0,2019,historical,Kaggle/Immobilienscout24,Am Faulen See,,ground_floor,1930.0,555.7,13053
3368.26,137.48,Wilmersdorf,4.0,2019,historical,Kaggle/Immobilienscout24,no_information,1.0,apartment,1906.0,3821.94,10717
362.14,48.61,Charlottenburg,1.5,2019,historical,Kaggle/Immobilienscout24,Trendelenburgstra&szlig;e,3.0,,1986.0,515.72,10629
2243.66,131.98,Mitte,5.0,2019,historical,Kaggle/Immobilienscout24,Boyenstra&szlig;e,,,2018.0,2639.6,10409
1799.0,115.0,Kreuzberg,3.0,2019,historical,Kaggle/Immobilienscout24,Am Lokdepot,3.0,apartment,2016.0,2249.0,10965
982.0,49.13,Schöneberg,1.0,2019,historical,Kaggle/Immobilienscout24,Wexstra&szlig;e,6.0,apartment,2018.0,1228.0,10829
999.0,100.69,Pankow,3.0,2019,historical,Kaggle/Immobilienscout24,Binzstr.,1.0,apartment,1900.0,1209.0,13189
1650.0,62.0,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,Karl-Marx-Allee,1.0,other,,1650.0,10243
1400.0,140.0,Spandau,4.0,2019,historical,Kaggle/Immobilienscout24,Wilhelmstra&szlig;e,0.0,raised_ground_floor,1927.0,1540.0,13627
883.5,57.0,Schöneberg,2.0,2019,historical,Kaggle/Immobilienscout24,Beckerstr.,1.0,apartment,1900.0,966.5,10829
1329.0,66.49,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,Genthiner Str.,,apartment,2019.0,1509.0,10785
1300.0,35.41,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,5.0,apartment,1997.0,1400.0,10409
647.02,58.82,Oberschöneweide,2.0,2019,historical,Kaggle/Immobilienscout24,Tabbertstra&szlig;e,0.0,ground_floor,2018.0,823.48,12459
900.0,67.69,Spandau,2.0,2019,historical,Kaggle/Immobilienscout24,Stra&szlig;burger Stra&szlig;e,2.0,apartment,1984.0,1107.0,13627
346.74,32.6,Hellersdorf,1.0,2019,historical,Kaggle/Immobilienscout24,Alte Hellersdorfer Str.,2.0,apartment,1989.0,471.53,12629
878.0,70.0,Kreuzberg,2.0,2019,historical,Kaggle/Immobilienscout24,Heimstra&szlig;e,,,1900.0,990.0,10967
2435.0,162.28,Mitte,5.0,2019,historical,Kaggle/Immobilienscout24,Griebenowstra&szlig;e,0.0,raised_ground_floor,1891.0,2870.0,10409
499.0,72.0,Waidmannslust,2.0,2019,historical,Kaggle/Immobilienscout24,Todtnauer Zeile,4.0,apartment,1967.0,739.0,13469
900.0,72.48,Reinickendorf,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,1.0,apartment,1905.0,1095.0,13403
1149.0,72.71,Steglitz,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,5.0,roof_storey,1900.0,1299.0,12157
410.0,50.61,Oberschöneweide,2.0,2019,historical,Kaggle/Immobilienscout24,Marienstra&szlig;e,3.0,ground_floor,1907.0,530.0,12459
608.0,38.0,Prenzlauer,1.0,2019,historical,Kaggle/Immobilienscout24,Sch&ouml;nhauser Allee,3.0,apartment,1900.0,696.0,10439
1460.0,135.0,Lichterfelde,3.0,2019,historical,Kaggle/Immobilienscout24,Mommsenstrasse,2.0,roof_storey,1896.0,1780.0,12203
728.0,46.96,Steglitz,2.0,2019,historical,Kaggle/Immobilienscout24,Klingsorstr.,,roof_storey,1956.0,867.0,12157
1044.8,52.24,Mitte,1.0,2019,historical,Kaggle/Immobilienscout24,Vo&szlig;stra&szlig;e,5.0,terraced_flat,2015.0,1250.06,10409
832.63,83.85,Mahlsdorf,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,1.0,apartment,1995.0,1032.63,12623
314.25,41.9,Hellersdorf,1.0,2019,historical,Kaggle/Immobilienscout24,Luckenwalder Str.,3.0,apartment,1988.0,414.81,12629
1590.0,118.0,Johannisthal,3.0,2019,historical,Kaggle/Immobilienscout24,Johannes-Werner-Str.,3.0,ground_floor,1896.0,1800.0,12487
850.0,44.0,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,Chausseestr.,4.0,apartment,,977.6,10409
1612.05,107.47,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,Mollwitzstra&szlig;e,5.0,apartment,,1988.2,10629
1957.0,72.48,Prenzlauer,3.0,2019,historical,Kaggle/Immobilienscout24,Rykestr.,4.0,apartment,1906.0,2147.0,10439
1300.0,38.0,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,,apartment,,1490.0,10409
585.0,32.49,Neukölln,1.0,2019,historical,Kaggle/Immobilienscout24,Nogatstra&szlig;e,2.0,apartment,1910.0,675.0,12045
1459.0,75.02,Prenzlauer,2.0,2019,historical,Kaggle/Immobilienscout24,Danziger Stra&szlig;e,3.0,apartment,2016.0,1739.0,10439
1990.0,140.0,Schöneberg,4.0,2019,historical,Kaggle/Immobilienscout24,no_information,4.0,apartment,,2405.0,10829
1383.29,95.33,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,Meinekestra&szlig;e,2.0,apartment,1992.0,1704.59,10629
1269.0,89.0,Charlottenburg,3.0,2019,historical,Kaggle/Immobilienscout24,Kaiserin-Augusta-Allee,,ground_floor,1900.0,,10589
900.34,39.75,Friedrichshain,1.0,2019,historical,Kaggle/Immobilienscout24,Stralauer Platz,11.0,apartment,,999.27,10243
1350.0,45.0,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,Gabriele-Tergit-Promenade,5.0,apartment,2018.0,1524.0,10963
1100.0,60.65,Friedenau,2.0,2019,historical,Kaggle/Immobilienscout24,Wilhelm- Hauff- Strasse,2.0,apartment,1905.0,1240.0,12161
1395.0,123.97,Mariendorf,5.0,2019,historical,Kaggle/Immobilienscout24,Machonstra&szlig;e,,ground_floor,1904.0,1696.0,12107
1481.0,87.0,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,Lydia-Rabinowitsch-Stra&szlig;e,,roof_storey,2018.0,1731.0,10785
549.0,45.0,Pankow,2.0,2019,historical,Kaggle/Immobilienscout24,Kreuzstra&szlig;e,4.0,apartment,1900.0,679.0,13189
202.4,26.52,Kreuzberg,1.0,2019,historical,Kaggle/Immobilienscout24,Kreuzbergstr.,0.0,apartment,1900.0,272.4,10967
890.0,16.0,Tiergarten,1.0,2019,historical,Kaggle/Immobilienscout24,Linkstra&szlig;e,4.0,apartment,,940.0,10785
509.3,53.65,Friedrichshagen,2.0,2019,historical,Kaggle/Immobilienscout24,Dreiserstra&szlig;e,2.0,apartment,1912.0,598.4,12587
732.24,38.18,Tiergarten,1.0,2019,historical,Kaggle/Immobilienscout24,Birkenstra&szlig;e,4.0,apartment,,824.28,10785
583.0,51.08,Wilmersdorf,1.5,2019,historical,Kaggle/Immobilienscout24,Landhausstr.,2.0,,1913.0,733.0,10717
805.37,86.32,Pankow,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,4.0,apartment,1997.0,1045.37,13189
1199.0,109.73,Französisch,4.0,2019,historical,Kaggle/Immobilienscout24,La-Rochelle-Stra&szlig;e,0.0,ground_floor,1997.0,1518.0,13127
998.0,95.0,Oberschöneweide,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,4.0,roof_storey,1900.0,1284.53,12459
636.67,95.31,Oberschöneweide,3.0,2019,historical,Kaggle/Immobilienscout24,Wilhelminenhofstrasse,3.0,apartment,,828.67,12459
1576.4,112.6,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,Herderstr.,0.0,apartment,2020.0,1826.4,10629
471.2,53.4,Lichterfelde,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,3.0,raised_ground_floor,1960.0,636.3,12203
650.0,94.0,Blankenburg,1.0,2019,historical,Kaggle/Immobilienscout24,Alt-Blankenburg,1.0,maisonette,,730.0,13129
850.0,78.0,Lichtenberg,2.0,2019,historical,Kaggle/Immobilienscout24,Skandinavische Str.,5.0,roof_storey,2019.0,1050.0,10369
1544.0,83.45,Friedrichshain,4.0,2019,historical,Kaggle/Immobilienscout24,Kopernikusstra&szlig;e,5.0,apartment,2019.0,1744.0,10247
9500.0,274.0,Charlottenburg,5.0,2019,historical,Kaggle/Immobilienscout24,no_information,,roof_storey,1900.0,9774.0,10629
1450.0,86.0,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,Stralauer Allee,3.0,other,,1700.0,10245
1099.0,64.0,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,Erich-Nehlhans-Str.,2.0,apartment,2018.0,1259.0,10247
667.3,66.73,Spandau,2.5,2019,historical,Kaggle/Immobilienscout24,Pfefferweg,2.0,other,1964.0,857.3,13589
736.49,51.72,Neukölln,1.0,2019,historical,Kaggle/Immobilienscout24,Mariendorfer Weg,1.0,apartment,1917.0,891.65,12051
987.0,79.0,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,Provinzstr.,1.0,apartment,1906.0,1181.0,13403
1800.0,95.0,Wilmersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,Katharinenstra&szlig;e,2.0,,,2100.0,10717
620.0,11.0,Tiergarten,1.0,2019,historical,Kaggle/Immobilienscout24,Klara Franke Strasse,1.0,apartment,,670.0,10785
850.0,70.82,Köpenick,2.5,2019,historical,Kaggle/Immobilienscout24,Mahlsdorfer Stra&szlig;e,2.0,apartment,1929.0,1000.0,12557
1450.0,123.0,Schöneberg,4.0,2019,historical,Kaggle/Immobilienscout24,Gleditschstra&szlig;e,0.0,ground_floor,1905.0,1560.0,10829
1025.0,79.5,Weißensee,3.0,2019,historical,Kaggle/Immobilienscout24,Rennbahnstra&szlig;e,3.0,apartment,1913.0,1185.0,
600.0,60.0,Adlershof,2.0,2019,historical,Kaggle/Immobilienscout24,Florian-Geyer-Str.,1.0,other,,760.0,12489
1047.0,83.14,Grünau,3.0,2019,historical,Kaggle/Immobilienscout24,Waldkiefernring,1.0,apartment,2014.0,1279.0,12527
956.64,98.19,Rosenthal,3.0,2019,historical,Kaggle/Immobilienscout24,Dammsm&uuml;hler Stra&szlig;e,1.0,apartment,1996.0,1216.64,13158
1300.0,73.0,Wilmersdorf,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,4.0,apartment,1915.0,1405.0,10717
1160.0,70.0,Kreuzberg,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,6.0,other,1959.0,1350.0,10967
430.14,71.69,Spandau,3.0,2019,historical,Kaggle/Immobilienscout24,Weverstrasse,2.0,apartment,1927.0,595.14,13627
430.65,57.42,Hellersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,Kyritzer Str.,1.0,raised_ground_floor,1991.0,580.12,12629
750.76,99.38,Frohnau,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,1.0,apartment,1975.0,,13465
635.0,46.09,Niederschöneweide,1.5,2019,historical,Kaggle/Immobilienscout24,Flie&szlig;stra&szlig;e,5.0,apartment,,796.32,12439
495.44,65.37,Friedrichshagen,2.0,2019,historical,Kaggle/Immobilienscout24,F&uuml;rstenwalder Damm,1.0,apartment,1928.0,682.02,12587
870.0,25.85,Charlottenburg,1.0,2019,historical,Kaggle/Immobilienscout24,Gervinusstr.,,apartment,2019.0,990.0,10629
1244.43,83.27,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,Rigaer Str.,,apartment,2015.0,1449.43,10247
805.0,54.22,Prenzlauer,2.0,2019,historical,Kaggle/Immobilienscout24,Gethsemane Stra&szlig;e,1.0,apartment,1920.0,922.0,10439
333.59,51.48,Spandau,2.0,2019,historical,Kaggle/Immobilienscout24,Schwanter Weg,1.0,,1983.0,449.39,13589
1300.0,104.0,Wedding,4.0,2019,historical,Kaggle/Immobilienscout24,Liebenwalder Stra&szlig;e,4.0,apartment,,,13349
1150.0,80.0,Grunewald,3.0,2019,historical,Kaggle/Immobilienscout24,Fontanestr.,2.0,roof_storey,,1470.0,10711
990.0,77.7,Friedrichshain,2.0,2019,historical,Kaggle/Immobilienscout24,Friedrichsberger Str.,3.0,apartment,1911.0,1161.0,10247
1261.5,84.1,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,Revaler Stra&szlig;e,1.0,apartment,1900.0,1505.39,10247
950.0,50.0,Mitte,3.0,2019,historical,Kaggle/Immobilienscout24,Keibelstra&szlig;e,1.0,apartment,,1150.0,10409
880.0,89.0,Weißensee,2.0,2019,historical,Kaggle/Immobilienscout24,Feldtmannstra&szlig;e,2.0,apartment,,1173.0,
1150.0,87.0,Lichtenrade,3.5,2019,historical,Kaggle/Immobilienscout24,no_information,2.0,apartment,,1330.0,12309
949.0,80.17,Lichtenberg,3.0,2019,historical,Kaggle/Immobilienscout24,Weitlingstra&szlig;e,3.0,apartment,1900.0,1077.0,10369
1850.0,92.0,Schöneberg,3.0,2019,historical,Kaggle/Immobilienscout24,Leuthener Str.,3.0,,1903.0,1850.0,10829
1179.0,98.27,Weißensee,3.0,2019,historical,Kaggle/Immobilienscout24,B&ouml;rnestra&szlig;e,0.0,ground_floor,1918.0,1448.0,
1350.0,87.97,Pankow,2.0,2019,historical,Kaggle/Immobilienscout24,Berliner Stra&szlig;e,5.0,roof_storey,1910.0,1560.0,13189
515.47,83.14,Marzahn,4.0,2019,historical,Kaggle/Immobilienscout24,Borkheider Stra&szlig;e,4.0,apartment,1986.0,702.53,12687
560.45,54.36,Oberschöneweide,2.0,2019,historical,Kaggle/Immobilienscout24,An der Wuhlheide,1.0,apartment,1995.0,718.1,12555
1400.0,83.0,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,Kopernikusstra&szlig;e,5.0,apartment,2019.0,1599.0,10247
643.0,62.22,Zehlendorf,2.0,2019,historical,Kaggle/Immobilienscout24,Teltower Damm,1.0,apartment,1990.0,795.0,14167
880.0,58.0,Zehlendorf,3.0,2019,historical,Kaggle/Immobilienscout24,Potsdamer Stra&szlig;e,2.0,roof_storey,,957.0,14169
1130.0,64.02,Mitte,2.0,2019,historical,Kaggle/Immobilienscout24,Stallschreiber Str.,1.0,apartment,2019.0,1320.0,10409
1008.0,72.0,Pankow,3.0,2019,historical,Kaggle/Immobilienscout24,Thulestra&szlig;e,2.0,apartment,1890.0,1156.0,13189
1500.0,60.0,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,Gabriele-Tergit-Promenade,8.0,apartment,2018.0,1765.0,10963
4480.0,256.0,Charlottenburg,5.0,2019,historical,Kaggle/Immobilienscout24,no_information,2.0,apartment,1902.0,5170.0,10629
1434.12,150.96,Steglitz,7.0,2019,historical,Kaggle/Immobilienscout24,Sch&uuml;tzenstra&szlig;e,3.0,roof_storey,1805.0,1784.12,12157
756.0,65.0,Staaken,2.0,2019,historical,Kaggle/Immobilienscout24,Hamburger Str.,1.0,,2018.0,939.0,13593
1639.4,83.43,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,Heidestra&szlig;e,5.0,apartment,2019.0,1889.69,10785
830.0,55.0,Adlershof,2.0,2019,historical,Kaggle/Immobilienscout24,Wassermannstra&szlig;e,,apartment,2017.0,980.0,12489
380.0,55.0,Karlshorst,2.0,2019,historical,Kaggle/Immobilienscout24,Treskowallee,,ground_floor,,552.0,12459
925.86,85.39,Steglitz,3.0,2019,historical,Kaggle/Immobilienscout24,Oehlertring,1.0,apartment,1973.0,1201.07,12169
1521.0,95.0,Tiergarten,2.0,2019,historical,Kaggle/Immobilienscout24,Rostocker Stra&szlig;e,4.0,apartment,2019.0,1893.0,10785
642.0,55.0,Zehlendorf,2.5,2019,historical,Kaggle/Immobilienscout24,Windsteiner Weg,2.0,,1938.0,810.0,14165
562.0,60.0,Friedrichsfelde,2.0,2019,historical,Kaggle/Immobilienscout24,Einbecker Str.,4.0,apartment,1995.0,699.0,10315
653.2,71.0,Adlershof,3.0,2019,historical,Kaggle/Immobilienscout24,Newtonstrasse,1.0,ground_floor,2019.0,816.5,12489
870.0,91.48,Baumschulenweg,2.0,2019,historical,Kaggle/Immobilienscout24,Behringstrasse,4.0,roof_storey,,,12437
404.0,25.25,Schöneberg,1.0,2019,historical,Kaggle/Immobilienscout24,Leber Str.,4.0,,,454.5,10829
1155.0,64.72,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,Ufnaustra&szlig;e,,ground_floor,1905.0,1300.0,10785
272.0,34.01,Rosenthal,1.0,2019,historical,Kaggle/Immobilienscout24,Stra&szlig;e 113,1.0,apartment,1996.0,384.0,13158
1534.0,82.92,Friedrichshain,4.0,2019,historical,Kaggle/Immobilienscout24,Kopernikusstra&szlig;e,2.0,apartment,2019.0,1733.0,10247
1460.0,133.0,Lichterfelde,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,1.0,terraced_flat,1995.0,1860.0,12203
1200.0,110.0,Zehlendorf,3.5,2019,historical,Kaggle/Immobilienscout24,no_information,2.0,roof_storey,1906.0,1406.0,14169
1193.0,67.0,Schöneberg,1.5,2019,historical,Kaggle/Immobilienscout24,Kurf&uuml;rstenstr.,4.0,apartment,,1393.0,10829
1000.0,65.0,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,0.0,terraced_flat,,1290.0,13349
1850.0,143.17,Schöneberg,4.0,2019,historical,Kaggle/Immobilienscout24,Beckerstr.,4.0,roof_storey,1904.0,2043.0,10829
910.14,65.01,Pankow,2.0,2019,historical,Kaggle/Immobilienscout24,Thulestra&szlig;e,1.0,apartment,,1105.17,13189
419.18,49.99,Steglitz,1.5,2019,historical,Kaggle/Immobilienscout24,Halskestr.,6.0,apartment,1992.0,593.87,12157
1200.0,91.63,Wilmersdorf,2.0,2019,historical,Kaggle/Immobilienscout24,Katharinenstra&szlig;e,2.0,apartment,1910.0,1450.0,10717
496.27,68.82,Spandau,2.0,2019,historical,Kaggle/Immobilienscout24,Pionierstr.,0.0,ground_floor,1973.0,754.0,13627
372.2,46.35,Köpenick,2.0,2019,historical,Kaggle/Immobilienscout24,Dorotheenstra&szlig;e,3.0,apartment,1910.0,502.38,12557
475.0,32.96,Tempelhof,1.0,2019,historical,Kaggle/Immobilienscout24,Kaiserkorso,1.0,apartment,1956.0,569.0,12101
730.0,45.0,Wedding,2.0,2019,historical,Kaggle/Immobilienscout24,Triftstr.,1.0,apartment,2019.0,855.92,13349
1761.17,90.06,Tiergarten,3.5,2019,historical,Kaggle/Immobilienscout24,L&uuml;tzowufer,7.0,,2018.0,2076.38,10785
467.39,66.77,Lankwitz,3.0,2019,historical,Kaggle/Immobilienscout24,Gabainstra&szlig;e,1.0,,1966.0,630.62,12249
490.69,75.03,Marzahn,4.0,2019,historical,Kaggle/Immobilienscout24,Bruno-Baum-Stra&szlig;e,6.0,apartment,1981.0,702.18,12687
849.0,75.84,Französisch,3.0,2019,historical,Kaggle/Immobilienscout24,Arnouxstra&szlig;e,1.0,apartment,1996.0,1039.0,13127
473.41,64.25,Haselhorst,2.0,2019,historical,Kaggle/Immobilienscout24,Ruth-Stephan-Str.,5.0,apartment,1999.0,694.32,13629
800.0,75.98,Köpenick,2.0,2019,historical,Kaggle/Immobilienscout24,An der Filmafabrik,,loft,1923.0,1037.0,12557
1339.0,95.9,Mitte,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,1.0,apartment,1900.0,1519.0,10409
485.0,24.58,Mitte,1.0,2019,historical,Kaggle/Immobilienscout24,Wadzeckstra&szlig;e,3.0,apartment,2017.0,565.0,10409
650.0,22.3,Heinersdorf,1.0,2019,historical,Kaggle/Immobilienscout24,Romain-Rolland-Strasse,,roof_storey,2019.0,734.0,13088
587.02,86.2,Marienfelde,2.5,2019,historical,Kaggle/Immobilienscout24,Marienfelder Allee,,other,1972.0,848.02,12279
449.0,35.69,Hellersdorf,1.0,2019,historical,Kaggle/Immobilienscout24,Stendaler Str.,1.0,apartment,1985.0,536.0,12629
838.57,88.27,Niederschönhausen,2.0,2019,historical,Kaggle/Immobilienscout24,Blumenthalstra&szlig;e,,apartment,1996.0,1133.57,13156
1020.0,122.6,Spandau,3.0,2019,historical,Kaggle/Immobilienscout24,F&ouml;lderichstra&szlig;e,3.0,apartment,1907.0,1160.0,13627
376.77,57.26,Mariendorf,2.0,2019,historical,Kaggle/Immobilienscout24,Liviusstra&szlig;e,2.0,,1975.0,574.58,12107
1392.0,92.0,Neukölln,3.0,2019,historical,Kaggle/Immobilienscout24,Delbr&uuml;ckstra&szlig;e,1.0,apartment,2018.0,1753.0,12045
750.0,57.47,Karlshorst,2.0,2019,historical,Kaggle/Immobilienscout24,Tannh&auml;userstra&szlig;e,1.0,apartment,1920.0,930.0,10318
1692.9,81.0,Charlottenburg,2.5,2019,historical,Kaggle/Immobilienscout24,Kaiserdamm,5.0,roof_storey,1900.0,1935.9,14057
1293.0,63.0,Marienfelde,2.0,2019,historical,Kaggle/Immobilienscout24,Malteserstra&szlig;e,2.0,apartment,2019.0,1501.0,12277
669.0,70.28,Hellersdorf,3.0,2019,historical,Kaggle/Immobilienscout24,Janusz-Korczak-Str.,3.0,roof_storey,1997.0,875.0,12629
1200.0,68.0,Neukölln,2.0,2019,historical,Kaggle/Immobilienscout24,Donaustra&szlig;e,,apartment,,1370.0,12045
500.0,24.59,Mitte,1.0,2019,historical,Kaggle/Immobilienscout24,Wadzeckstrasse,7.0,apartment,,580.0,10409
1423.47,98.17,Friedrichshain,3.0,2019,historical,Kaggle/Immobilienscout24,Lehmbruckstra&szlig;e,2.0,apartment,1905.0,1698.47,10247
475.13,27.15,Niederschöneweide,1.0,2019,historical,Kaggle/Immobilienscout24,Schnellerstra&szlig;e,5.0,apartment,,556.58,12439
690.0,60.0,Adlershof,2.0,2019,historical,Kaggle/Immobilienscout24,Florian-Geyer-Str.,2.0,apartment,,850.0,12489
1580.0,121.4,Friedenau,4.0,2019,historical,Kaggle/Immobilienscout24,Rheinstra&szlig;e,3.0,apartment,1918.0,1870.0,12161
2490.0,144.0,Friedenau,5.0,2019,historical,Kaggle/Immobilienscout24,no_information,5.0,penthouse,2020.0,,12161
905.64,75.47,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,Sickingenstra&szlig;e,0.0,ground_floor,1906.0,1090.64,10785
2227.0,131.0,Nikolassee,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,4.0,penthouse,,2620.0,
4200.0,176.0,Prenzlauer,5.0,2019,historical,Kaggle/Immobilienscout24,Kollwitzstra&szlig;e,,apartment,2019.0,4553.0,10439
1199.0,87.36,Niederschönhausen,3.0,2019,historical,Kaggle/Immobilienscout24,Am Orangeriepark,2.0,apartment,2015.0,1479.0,13156
700.0,51.03,Reinickendorf,2.0,2019,historical,Kaggle/Immobilienscout24,no_information,2.0,apartment,1905.0,837.0,13403
442.35,29.49,Schöneberg,1.0,2019,historical,Kaggle/Immobilienscout24,Speyerer Str.,0.0,ground_floor,1965.0,576.81,10829
660.0,70.0,Wedding,3.0,2019,historical,Kaggle/Immobilienscout24,Antwerpener Str.,,ground_floor,1910.0,770.0,13349
1000.0,54.49,Treptow,2.0,2019,historical,Kaggle/Immobilienscout24,Karl-Kunger-Stra&szlig;e,4.0,roof_storey,1910.0,1145.0,
1780.0,108.0,Tiergarten,3.0,2019,historical,Kaggle/Immobilienscout24,Br&uuml;der-Grimm-Gasse,8.0,maisonette,,2266.59,10785
1740.0,85.6,Kreuzberg,2.0,2019,historical,Kaggle/Immobilienscout24,Fidicinstr.,5.0,roof_storey,2019.0,1970.0,10967
1149.0,92.01,Adlershof,3.0,2019,historical,Kaggle/Immobilienscout24,Gross-Berliner-Damm,,maisonette,2014.0,1360.6,12489
2876.04,159.78,Tiergarten,4.0,2019,historical,Kaggle/Immobilienscout24,Genthiner,6.0,penthouse,2019.0,3435.27,10785
1790.0,122.27,Charlottenburg,3.0,2019,historical,Kaggle/Immobilienscout24,Herderstr.,1.0,apartment,2020.0,2080.0,10629
1450.0,118.0,Mitte,3.0,2019,historical,Kaggle/Immobilienscout24,Dresdener Str.,5.0,apartment,2010.0,1750.0,10409
1029.58,97.13,Rahnsdorf,4.0,2019,historical,Kaggle/Immobilienscout24,Mausohrweg,1.0,other,2019.0,,12589
2000.0,120.01,Neukölln,3.0,2019,historical,Kaggle/Immobilienscout24,no_information,4.0,apartment,2018.0,2300.0,12045
567.0,54.05,Friedrichsfelde,2.0,2019,historical,Kaggle/Immobilienscout24,Kraetkestra&szlig;e,0.0,apartment,1930.0,763.0,10315
2340.16,131.84,Schöneberg,4.0,2019,historical,Kaggle/Immobilienscout24,Innsbrucker Stra&szlig;e,2.0,apartment,2019.0,2656.58,10829
557.06,65.46,Spandau,2.0,2019,historical,Kaggle/Immobilienscout24,Pionierstr.,3.0,apartment,1961.0,799.72,13627
1247.73,86.05,Charlottenburg,2.0,2019,historical,Kaggle/Immobilienscout24,Meinekestra&szlig;e,3.0,apartment,1992.0,1538.57,10629
